,time,action,posX,posY,press,tilt,orient,calPosY
333,13218752,2,325.69843,889.5404,0.072771676,0.7206708,-0.923616,1130.5404
334,13218756,2,324.69934,892.5392,0.072771676,0.7206708,-0.923616,1133.5392
335,13218760,2,322.7012,896.5376,0.072771676,0.70733917,-0.9108866,1137.5376
336,13218765,2,320.70306,899.5364,0.072771676,0.70733917,-0.9108866,1140.5364
337,13218769,2,318.7049,902.53516,0.072771676,0.70733917,-0.9108866,1143.5352
338,13218773,2,317.70584,905.53394,0.072771676,0.70733917,-0.9108866,1146.5339
339,13218777,2,315.70767,908.5327,0.072771676,0.70733917,-0.9108866,1149.5327
340,13218781,2,313.70953,912.5311,0.072771676,0.69794625,-0.92934614,1153.5311
341,13218785,2,311.71136,914.5303,0.073015876,0.70733917,-0.9108866,1155.5303
342,13218790,2,309.71323,917.52905,0.073015876,0.70733917,-0.9108866,1158.529
343,13218794,2,307.7151,920.52783,0.07326008,0.70733917,-0.9108866,1161.5278
344,13218798,2,305.71692,923.5266,0.07350428,0.70733917,-0.9108866,1164.5266
345,13218802,2,302.7197,927.525,0.07374848,0.70733917,-0.9108866,1168.525
346,13218806,2,300.72156,930.5238,0.07399268,0.70733917,-0.9108866,1171.5238
347,13218810,2,297.72433,934.5222,0.07399268,0.7206708,-0.923616,1175.5222
348,13218815,2,294.7271,938.5205,0.07423688,0.7206708,-0.923616,1179.5205
349,13218819,2,291.7299,943.51855,0.07448108,0.7206708,-0.923616,1184.5186
350,13218823,2,288.73267,947.51685,0.07472528,0.7206708,-0.923616,1188.5168
351,13218827,2,286.7345,950.5156,0.07496948,0.7206708,-0.923616,1191.5156
352,13218831,2,283.73727,954.51404,0.07521368,0.7206708,-0.923616,1195.514
353,13218835,2,280.74005,958.51245,0.07521368,0.7206708,-0.923616,1199.5125
354,13218840,2,278.7419,962.51074,0.07545788,0.7206708,-0.923616,1203.5107
355,13218844,2,275.7447,965.5095,0.07545788,0.7206708,-0.923616,1206.5095
356,13218848,2,272.74747,969.50793,0.07545788,0.7206708,-0.923616,1210.5079
357,13218852,2,269.75024,972.5067,0.07545788,0.7206708,-0.923616,1213.5067
358,13218856,2,267.75208,975.5055,0.07545788,0.7206708,-0.923616,1216.5055
359,13218860,2,264.75485,978.5043,0.07545788,0.7206708,-0.923616,1219.5043
360,13218865,2,261.75763,981.50305,0.07545788,0.7206708,-0.923616,1222.503
361,13218868,2,258.7604,984.50183,0.07545788,0.7206708,-0.923616,1225.5018
362,13218873,2,255.76318,987.5006,0.07545788,0.7300605,-0.9059279,1228.5006
363,13218877,2,251.76688,990.4994,0.07545788,0.7300605,-0.9059279,1231.4994
364,13218881,2,249.76874,993.49817,0.07545788,0.7300605,-0.9059279,1234.4982
365,13218885,2,246.77151,996.49695,0.07545788,0.7300605,-0.9059279,1237.497
366,13218889,2,243.77429,998.4962,0.07545788,0.7206708,-0.923616,1239.4962
367,13218894,2,240.77705,1001.495,0.07545788,0.7206708,-0.923616,1242.495
368,13218898,2,238.77892,1003.49414,0.07545788,0.7206708,-0.923616,1244.4941
369,13218902,2,236.78076,1005.4933,0.07570208,0.7206708,-0.923616,1246.4933
370,13218906,2,234.78261,1007.49255,0.07570208,0.7206708,-0.923616,1248.4926
371,13218910,2,231.78539,1009.4917,0.07594628,0.7206708,-0.923616,1250.4917
372,13218915,2,229.78723,1011.49084,0.07594628,0.7206708,-0.923616,1252.4908
373,13218918,2,227.7891,1013.4901,0.07594628,0.7206708,-0.923616,1254.4901
374,13218923,2,225.79094,1015.48926,0.07594628,0.7206708,-0.923616,1256.4893
375,13218927,2,223.79279,1018.48804,0.07594628,0.7206708,-0.923616,1259.488
376,13218931,2,221.79463,1020.4872,0.07594628,0.71153027,-0.94194055,1261.4872
377,13218935,2,219.79648,1022.48645,0.07594628,0.71153027,-0.94194055,1263.4865
378,13218939,2,217.79834,1024.4856,0.07619048,0.71153027,-0.94194055,1265.4856
379,13218944,2,215.80019,1026.4847,0.07643468,0.71153027,-0.94194055,1267.4847
380,13218948,2,212.80296,1028.484,0.07667888,0.71153027,-0.94194055,1269.484
381,13218952,2,210.80481,1029.4835,0.07692308,0.71153027,-0.94194055,1270.4835
382,13218956,2,207.80759,1031.4828,0.07716728,0.71153027,-0.94194055,1272.4828
383,13218960,2,205.80943,1033.4819,0.07741148,0.71153027,-0.94194055,1274.4819
384,13218965,2,202.81221,1034.4816,0.07765568,0.71153027,-0.94194055,1275.4816
385,13218968,2,199.81499,1036.4807,0.07789988,0.71153027,-0.94194055,1277.4807
386,13218973,2,197.81683,1037.4803,0.07814408,0.71153027,-0.94194055,1278.4803
387,13218977,2,193.82054,1039.4795,0.07838828,0.71153027,-0.94194055,1280.4795
388,13218981,2,190.82332,1040.4791,0.07863248,0.71153027,-0.94194055,1281.4791
389,13218985,2,186.82701,1041.4786,0.07887668,0.71153027,-0.94194055,1282.4786
390,13218989,2,183.82979,1042.4783,0.07887668,0.71153027,-0.94194055,1283.4783
391,13218994,2,180.83257,1043.4779,0.07887668,0.7252515,-0.9539733,1284.4779
392,13218998,2,177.83534,1043.4779,0.07887668,0.7252515,-0.9539733,1284.4779
393,13219002,2,174.83812,1044.4774,0.07887668,0.7252515,-0.9539733,1285.4774
394,13219006,2,171.84088,1045.477,0.07887668,0.7252515,-0.9539733,1286.477
395,13219010,2,169.84274,1045.477,0.07887668,0.7252515,-0.9539733,1286.477
396,13219014,2,167.84459,1046.4767,0.07912088,0.7252515,-0.9539733,1287.4767
397,13219018,2,165.84644,1046.4767,0.07912088,0.7252515,-0.9539733,1287.4767
398,13219023,2,163.8483,1046.4767,0.07912088,0.7252515,-0.9539733,1287.4767
399,13219027,2,161.85014,1047.4762,0.07936508,0.7252515,-0.9539733,1288.4762
400,13219031,2,158.85292,1047.4762,0.07936508,0.73910195,-0.96547204,1288.4762
401,13219035,2,156.85477,1048.4758,0.07960928,0.73910195,-0.96547204,1289.4758
402,13219039,2,154.85661,1048.4758,0.07960928,0.73910195,-0.96547204,1289.4758
403,13219044,2,152.85846,1048.4758,0.07960928,0.73910195,-0.96547204,1289.4758
404,13219048,2,150.86032,1049.4755,0.07960928,0.73910195,-0.96547204,1290.4755
405,13219052,2,148.86217,1049.4755,0.07960928,0.73910195,-0.96547204,1290.4755
406,13219056,2,146.86401,1049.4755,0.07960928,0.74775344,-0.94743145,1290.4755
407,13219060,2,144.86586,1049.4755,0.07960928,0.74775344,-0.94743145,1290.4755
408,13219064,2,142.86772,1049.4755,0.07960928,0.74775344,-0.94743145,1290.4755
409,13219068,2,141.86864,1049.4755,0.07985348,0.76148874,-0.9585689,1290.4755
410,13219073,2,139.87048,1049.4755,0.07985348,0.76148874,-0.9585689,1290.4755
411,13219077,2,138.87141,1049.4755,0.07985348,0.76148874,-0.9585689,1290.4755
412,13219081,2,137.87234,1049.4755,0.07985348,0.76148874,-0.9585689,1290.4755
413,13219085,2,136.87326,1049.4755,0.07985348,0.76148874,-0.9585689,1290.4755
414,13219089,2,135.87419,1048.4758,0.07985348,0.76148874,-0.9585689,1289.4758
415,13219094,2,134.87512,1048.4758,0.07985348,0.76148874,-0.9585689,1289.4758
416,13219098,2,133.87604,1048.4758,0.07985348,0.76148874,-0.9585689,1289.4758
417,13219106,2,132.87697,1048.4758,0.07985348,0.76148874,-0.9585689,1289.4758
418,13219110,2,132.87697,1047.4762,0.07985348,0.76148874,-0.9585689,1288.4762
419,13219123,2,132.87697,1046.4767,0.07985348,0.76148874,-0.9585689,1287.4767
420,13219127,2,132.87697,1046.4767,0.07985348,0.775344,-0.96922517,1287.4767
421,13219131,2,133.87604,1045.477,0.07985348,0.775344,-0.96922517,1286.477
422,13219135,2,134.87512,1045.477,0.07985348,0.775344,-0.96922517,1286.477
423,13219139,2,134.87512,1044.4774,0.07985348,0.76716167,-0.98697084,1285.4774
424,13219144,2,135.87419,1044.4774,0.07985348,0.76716167,-0.98697084,1285.4774
425,13219148,2,136.87326,1043.4779,0.07985348,0.76716167,-0.98697084,1284.4779
426,13219152,2,137.87234,1042.4783,0.07985348,0.76716167,-0.98697084,1283.4783
427,13219156,2,139.87048,1042.4783,0.07985348,0.76716167,-0.98697084,1283.4783
428,13219160,2,140.86957,1041.4786,0.07985348,0.76716167,-0.98697084,1282.4786
429,13219164,2,142.86772,1040.4791,0.07985348,0.76716167,-0.98697084,1281.4791
430,13219168,2,143.86679,1039.4795,0.07985348,0.76716167,-0.98697084,1280.4795
431,13219173,2,145.86494,1037.4803,0.07985348,0.76716167,-0.98697084,1278.4803
432,13219177,2,147.8631,1036.4807,0.07985348,0.76716167,-0.98697084,1277.4807
433,13219181,2,149.86124,1034.4816,0.07985348,0.76716167,-0.98697084,1275.4816
434,13219185,2,151.85939,1033.4819,0.07985348,0.76716167,-0.98697084,1274.4819
435,13219189,2,154.85661,1031.4828,0.07985348,0.7530743,-0.97646296,1272.4828
436,13219194,2,157.85384,1029.4835,0.07985348,0.7530743,-0.97646296,1270.4835
437,13219198,2,160.85106,1027.4844,0.07985348,0.7530743,-0.97646296,1268.4844
438,13219202,2,163.8483,1026.4847,0.07985348,0.7530743,-0.97646296,1267.4847
439,13219206,2,167.84459,1024.4856,0.07985348,0.7530743,-0.97646296,1265.4856
440,13219210,2,171.84088,1022.48645,0.07985348,0.7530743,-0.97646296,1263.4865
441,13219214,2,175.83719,1020.4872,0.07985348,0.7530743,-0.97646296,1261.4872
442,13219218,2,179.8335,1018.48804,0.07985348,0.7530743,-0.97646296,1259.488
443,13219223,2,184.82886,1016.4889,0.07985348,0.7530743,-0.97646296,1257.4889
444,13219227,2,188.82516,1015.48926,0.07985348,0.73910195,-0.96547204,1256.4893
445,13219231,2,192.82146,1013.4901,0.07985348,0.73910195,-0.96547204,1254.4901
446,13219235,2,197.81683,1011.49084,0.07985348,0.73910195,-0.96547204,1252.4908
447,13219239,2,201.81314,1010.49133,0.07985348,0.73910195,-0.96547204,1251.4913
448,13219244,2,205.80943,1008.49207,0.07985348,0.73910195,-0.96547204,1249.4921
449,13219248,2,209.80574,1006.4929,0.07985348,0.73910195,-0.96547204,1247.4929
450,13219252,2,214.80112,1005.4933,0.07960928,0.74775344,-0.94743145,1246.4933
451,13219256,2,218.79741,1003.49414,0.07936508,0.74775344,-0.94743145,1244.4941
452,13219260,2,223.79279,1002.4945,0.07912088,0.74775344,-0.94743145,1243.4945
453,13219264,2,228.78816,1001.495,0.07887668,0.74775344,-0.94743145,1242.495
454,13219268,2,233.78354,999.4957,0.07863248,0.74775344,-0.94743145,1240.4957
455,13219273,2,238.77892,998.4962,0.07838828,0.74775344,-0.94743145,1239.4962
456,13219277,2,243.77429,998.4962,0.07838828,0.74775344,-0.94743145,1239.4962
457,13219281,2,248.76965,997.4966,0.07838828,0.7341449,-0.9357888,1238.4966
458,13219285,2,252.76596,997.4966,0.07814408,0.7341449,-0.9357888,1238.4966
459,13219289,2,256.76227,996.49695,0.07814408,0.7341449,-0.9357888,1237.497
460,13219294,2,260.75854,996.49695,0.07814408,0.7341449,-0.9357888,1237.497
461,13219298,2,264.75485,996.49695,0.07814408,0.7341449,-0.9357888,1237.497
462,13219302,2,267.75208,996.49695,0.07814408,0.7341449,-0.9357888,1237.497
463,13219306,2,271.74838,997.4966,0.07814408,0.7341449,-0.9357888,1238.4966
464,13219310,2,274.7456,997.4966,0.07814408,0.74328583,-0.9182205,1238.4966
465,13219314,2,276.74374,998.4962,0.07814408,0.74328583,-0.9182205,1239.4962
466,13219318,2,279.74097,998.4962,0.07814408,0.74328583,-0.9182205,1239.4962
467,13219323,2,282.73822,999.4957,0.07814408,0.74328583,-0.9182205,1240.4957
468,13219327,2,284.73636,1000.49536,0.07789988,0.74328583,-0.9182205,1241.4954
469,13219331,2,287.73358,1001.495,0.07789988,0.74328583,-0.9182205,1242.495
470,13219335,2,290.7308,1001.495,0.07789988,0.74328583,-0.9182205,1242.495
471,13219339,2,293.72803,1002.4945,0.07789988,0.74328583,-0.9182205,1243.4945
472,13219344,2,295.7262,1003.49414,0.07789988,0.74328583,-0.9182205,1244.4941
473,13219348,2,298.72342,1005.4933,0.07789988,0.74328583,-0.9182205,1246.4933
474,13219352,2,300.72156,1006.4929,0.07789988,0.74328583,-0.9182205,1247.4929
475,13219356,2,303.71878,1007.49255,0.07789988,0.74328583,-0.9182205,1248.4926
476,13219360,2,305.71692,1008.49207,0.07789988,0.74328583,-0.9182205,1249.4921
477,13219364,2,308.71414,1010.49133,0.07789988,0.74328583,-0.9182205,1251.4913
478,13219368,2,310.7123,1011.49084,0.07789988,0.74328583,-0.9182205,1252.4908
479,13219373,2,312.71045,1012.4905,0.07789988,0.7341449,-0.9357888,1253.4905
480,13219377,2,315.70767,1014.4896,0.07789988,0.7341449,-0.9357888,1255.4896
481,13219381,2,317.70584,1015.48926,0.07789988,0.7341449,-0.9357888,1256.4893
482,13219385,2,319.70398,1016.4889,0.07789988,0.7341449,-0.9357888,1257.4889
483,13219389,2,322.7012,1018.48804,0.07789988,0.7341449,-0.9357888,1259.488
484,13219394,2,324.69934,1019.4877,0.07789988,0.7341449,-0.9357888,1260.4877
485,13219398,2,326.6975,1020.4872,0.07789988,0.7341449,-0.9357888,1261.4872
486,13219402,2,329.69473,1022.48645,0.07789988,0.7341449,-0.9357888,1263.4865
487,13219406,2,331.69287,1023.48596,0.07814408,0.7341449,-0.9357888,1264.486
488,13219410,2,333.69104,1024.4856,0.07838828,0.7341449,-0.9357888,1265.4856
489,13219414,2,335.68918,1026.4847,0.07863248,0.7341449,-0.9357888,1267.4847
490,13219418,2,337.68732,1027.4844,0.07887668,0.7341449,-0.9357888,1268.4844
491,13219423,2,339.6855,1028.484,0.07887668,0.7252515,-0.9539733,1269.484
492,13219427,2,340.68454,1030.4832,0.07887668,0.7252515,-0.9539733,1271.4832
493,13219431,2,342.6827,1031.4828,0.07887668,0.73910195,-0.96547204,1272.4828
494,13219435,2,344.68085,1033.4819,0.07887668,0.73910195,-0.96547204,1274.4819
495,13219439,2,345.67993,1034.4816,0.07887668,0.73910195,-0.96547204,1275.4816
496,13219444,2,347.67807,1036.4807,0.07887668,0.73910195,-0.96547204,1277.4807
497,13219448,2,348.67715,1037.4803,0.07887668,0.73910195,-0.96547204,1278.4803
498,13219452,2,350.6753,1039.4795,0.07887668,0.73910195,-0.96547204,1280.4795
499,13219456,2,352.67346,1040.4791,0.07912088,0.73910195,-0.96547204,1281.4791
500,13219460,2,353.67252,1041.4786,0.07912088,0.73910195,-0.96547204,1282.4786
501,13219464,2,355.6707,1042.4783,0.07912088,0.7252515,-0.9539733,1283.4783
502,13219468,2,356.66974,1044.4774,0.07912088,0.7252515,-0.9539733,1285.4774
503,13219473,2,357.66882,1046.4767,0.07912088,0.7341449,-0.9357888,1287.4767
504,13219477,2,358.6679,1047.4762,0.07912088,0.7341449,-0.9357888,1288.4762
505,13219481,2,360.66605,1049.4755,0.07936508,0.74775344,-0.94743145,1290.4755
506,13219485,2,361.66513,1052.4742,0.07936508,0.74775344,-0.94743145,1293.4742
507,13219489,2,362.6642,1054.4734,0.07960928,0.74775344,-0.94743145,1295.4734
508,13219494,2,363.66327,1056.4725,0.07960928,0.74775344,-0.94743145,1297.4725
509,13219498,2,364.66235,1059.4713,0.07985348,0.74775344,-0.94743145,1300.4713
510,13219502,2,365.66144,1062.4701,0.07985348,0.74775344,-0.94743145,1303.4701
511,13219506,2,366.6605,1064.4694,0.07985348,0.74775344,-0.94743145,1305.4694
512,13219510,2,367.65958,1067.4681,0.08009768,0.74775344,-0.94743145,1308.4681
513,13219514,2,368.65866,1070.4669,0.08009768,0.74775344,-0.94743145,1311.4669
514,13219518,2,368.65866,1073.4657,0.08009768,0.74775344,-0.94743145,1314.4657
515,13219523,2,369.6577,1076.4645,0.08009768,0.74775344,-0.94743145,1317.4645
516,13219527,2,370.6568,1078.4636,0.08034188,0.74775344,-0.94743145,1319.4636
517,13219531,2,370.6568,1081.4624,0.08058608,0.74775344,-0.94743145,1322.4624
518,13219535,2,371.65588,1084.4612,0.08058608,0.75665027,-0.92998767,1325.4612
519,13219539,2,371.65588,1087.46,0.08083028,0.75665027,-0.92998767,1328.46
520,13219544,2,371.65588,1090.4587,0.08107448,0.75665027,-0.92998767,1331.4587
521,13219548,2,371.65588,1094.4572,0.08107448,0.75665027,-0.92998767,1335.4572
522,13219552,2,371.65588,1097.4559,0.08107448,0.75665027,-0.92998767,1338.4559
523,13219556,2,371.65588,1101.4543,0.081318684,0.75665027,-0.92998767,1342.4543
524,13219560,2,371.65588,1105.4526,0.081318684,0.75665027,-0.92998767,1346.4526
525,13219564,2,370.6568,1110.4507,0.081562884,0.75665027,-0.92998767,1351.4507
526,13219568,2,370.6568,1115.4486,0.081562884,0.75665027,-0.92998767,1356.4486
527,13219573,2,370.6568,1119.447,0.081807084,0.75665027,-0.92998767,1360.447
528,13219577,2,369.6577,1124.445,0.081807084,0.75665027,-0.92998767,1365.445
529,13219581,2,369.6577,1128.4434,0.081807084,0.75665027,-0.92998767,1369.4434
530,13219585,2,368.65866,1133.4413,0.081807084,0.75665027,-0.92998767,1374.4413
531,13219589,2,368.65866,1137.4397,0.081807084,0.75665027,-0.92998767,1378.4397
532,13219594,2,368.65866,1141.4381,0.081807084,0.75665027,-0.92998767,1382.4381
533,13219598,2,368.65866,1145.4364,0.081807084,0.75665027,-0.92998767,1386.4364
534,13219602,2,367.65958,1149.4348,0.081807084,0.75665027,-0.92998767,1390.4348
535,13219606,2,367.65958,1153.4332,0.081807084,0.75665027,-0.92998767,1394.4332
536,13219610,2,366.6605,1157.4315,0.081807084,0.7657836,-0.9131285,1398.4315
537,13219614,2,365.66144,1161.4299,0.082051285,0.7657836,-0.9131285,1402.4299
538,13219618,2,364.66235,1165.4283,0.082051285,0.7657836,-0.9131285,1406.4283
539,13219623,2,363.66327,1169.4266,0.082051285,0.7657836,-0.9131285,1410.4266
540,13219627,2,362.6642,1173.425,0.082295485,0.7657836,-0.9131285,1414.425
541,13219631,2,360.66605,1178.423,0.082539685,0.75665027,-0.92998767,1419.423
542,13219635,2,359.667,1183.421,0.082539685,0.75665027,-0.92998767,1424.421
543,13219639,2,357.66882,1188.419,0.082783885,0.75665027,-0.92998767,1429.419
544,13219643,2,356.66974,1192.4174,0.083028086,0.75665027,-0.92998767,1433.4174
545,13219648,2,354.6716,1196.4156,0.083028086,0.75665027,-0.92998767,1437.4156
546,13219652,2,353.67252,1200.4141,0.083272286,0.75665027,-0.92998767,1441.4141
547,13219656,2,352.67346,1204.4125,0.083516486,0.75665027,-0.92998767,1445.4125
548,13219660,2,350.6753,1208.4109,0.083760686,0.75665027,-0.92998767,1449.4109
549,13219664,2,349.67624,1212.4092,0.08400489,0.75665027,-0.92998767,1453.4092
550,13219668,2,347.67807,1215.408,0.08424909,0.75665027,-0.92998767,1456.408
551,13219673,2,346.67902,1219.4064,0.08449329,0.75665027,-0.92998767,1460.4064
552,13219677,2,344.68085,1223.4048,0.08473749,0.75665027,-0.92998767,1464.4048
553,13219681,2,342.6827,1227.4031,0.08498169,0.75665027,-0.92998767,1468.4031
554,13219685,2,340.68454,1231.4015,0.08522589,0.75665027,-0.92998767,1472.4015
555,13219689,2,338.6864,1234.4003,0.08522589,0.75665027,-0.92998767,1475.4003
556,13219693,2,336.68826,1239.3982,0.08547009,0.75665027,-0.92998767,1480.3982
557,13219698,2,334.6901,1243.3966,0.08547009,0.75665027,-0.92998767,1484.3966
558,13219702,2,331.69287,1247.395,0.08547009,0.74775344,-0.94743145,1488.395
559,13219706,2,329.69473,1252.393,0.08547009,0.74775344,-0.94743145,1493.393
560,13219710,2,326.6975,1256.3914,0.08547009,0.74775344,-0.94743145,1497.3914
561,13219714,2,324.69934,1260.3896,0.08571429,0.74775344,-0.94743145,1501.3896
562,13219718,2,322.7012,1265.3877,0.08571429,0.74775344,-0.94743145,1506.3877
563,13219722,2,319.70398,1269.386,0.08595849,0.74775344,-0.94743145,1510.386
564,13219727,2,316.70676,1273.3844,0.08620269,0.74775344,-0.94743145,1514.3844
565,13219731,2,314.70862,1277.3828,0.08644689,0.74775344,-0.94743145,1518.3828
566,13219735,2,311.71136,1281.3812,0.08669109,0.74775344,-0.94743145,1522.3812
567,13219739,2,308.71414,1285.3795,0.08693529,0.74775344,-0.94743145,1526.3795
568,13219743,2,305.71692,1290.3776,0.08717949,0.74775344,-0.94743145,1531.3776
569,13219748,2,302.7197,1293.3763,0.08742369,0.74775344,-0.94743145,1534.3763
570,13219751,2,299.72247,1298.3743,0.08766789,0.73910195,-0.96547204,1539.3743
571,13219756,2,296.72525,1302.3727,0.08791209,0.73910195,-0.96547204,1543.3727
572,13219760,2,293.72803,1306.371,0.08815629,0.73910195,-0.96547204,1547.371
573,13219764,2,290.7308,1310.3694,0.08840049,0.73910195,-0.96547204,1551.3694
574,13219768,2,287.73358,1315.3673,0.08864469,0.73910195,-0.96547204,1556.3673
575,13219773,2,284.73636,1319.3657,0.08888889,0.73910195,-0.96547204,1560.3657
576,13219777,2,281.73914,1323.3641,0.08913309,0.73910195,-0.96547204,1564.3641
577,13219781,2,278.7419,1327.3624,0.08937729,0.73910195,-0.96547204,1568.3624
578,13219785,2,274.7456,1331.3608,0.08962149,0.73910195,-0.96547204,1572.3608
579,13219789,2,271.74838,1334.3596,0.08986569,0.73910195,-0.96547204,1575.3596
580,13219793,2,267.75208,1338.358,0.09010989,0.73910195,-0.96547204,1579.358
581,13219798,2,263.7558,1341.3568,0.09035409,0.730705,-0.9841208,1582.3568
582,13219801,2,259.7595,1344.3556,0.09059829,0.730705,-0.9841208,1585.3556
583,13219806,2,255.76318,1347.3544,0.09084249,0.730705,-0.9841208,1588.3544
584,13219810,2,251.76688,1350.3531,0.09108669,0.730705,-0.9841208,1591.3531
585,13219814,2,247.77058,1352.3523,0.09133089,0.730705,-0.9841208,1593.3523
586,13219818,2,242.7752,1355.3511,0.09157509,0.730705,-0.9841208,1596.3511
587,13219822,2,239.77798,1357.3503,0.091819294,0.730705,-0.9841208,1598.3503
588,13219827,2,235.78168,1360.3491,0.092063494,0.730705,-0.9841208,1601.3491
589,13219831,2,232.78445,1362.3483,0.092307694,0.730705,-0.9841208,1603.3483
590,13219835,2,228.78816,1364.3474,0.092551894,0.730705,-0.9841208,1605.3474
591,13219839,2,225.79094,1366.3467,0.092796095,0.730705,-0.9841208,1607.3467
592,13219843,2,222.79372,1369.3455,0.093040295,0.730705,-0.9841208,1610.3455
593,13219848,2,218.79741,1371.3446,0.093284495,0.730705,-0.9841208,1612.3446
594,13219851,2,215.80019,1373.3438,0.093528695,0.730705,-0.9841208,1614.3438
595,13219856,2,211.8039,1375.343,0.0937729,0.730705,-0.9841208,1616.343
596,13219860,2,208.80666,1378.3418,0.0940171,0.730705,-0.9841208,1619.3418
597,13219864,2,204.81036,1380.341,0.0942613,0.730705,-0.9841208,1621.341
598,13219868,2,200.81406,1382.3401,0.094505504,0.730705,-0.9841208,1623.3401
599,13219873,2,197.81683,1384.3394,0.094749704,0.730705,-0.9841208,1625.3394
600,13219877,2,193.82054,1387.3381,0.094993904,0.730705,-0.9841208,1628.3381
601,13219881,2,189.82423,1389.3373,0.095238104,0.730705,-0.9841208,1630.3373
602,13219885,2,186.82701,1391.3364,0.095482305,0.7225717,-1.0033876,1632.3364
603,13219889,2,182.83072,1392.336,0.095726505,0.7225717,-1.0033876,1633.336
604,13219893,2,178.83441,1394.3352,0.095970705,0.7225717,-1.0033876,1635.3352
605,13219898,2,175.83719,1396.3345,0.096214905,0.7225717,-1.0033876,1637.3345
606,13219901,2,172.83997,1398.3336,0.096459106,0.7225717,-1.0033876,1639.3336
607,13219906,2,168.84366,1399.3333,0.096703306,0.7225717,-1.0033876,1640.3333
608,13219910,2,165.84644,1401.3324,0.096703306,0.7225717,-1.0033876,1642.3324
609,13219914,2,162.84921,1403.3315,0.096947506,0.7370091,-1.0140246,1644.3315
610,13219918,2,159.85199,1404.3312,0.096947506,0.7370091,-1.0140246,1645.3312
611,13219923,2,157.85384,1405.3308,0.096947506,0.7370091,-1.0140246,1646.3308
612,13219927,2,154.85661,1406.3303,0.096947506,0.7370091,-1.0140246,1647.3303
613,13219931,2,152.85846,1407.33,0.096947506,0.7370091,-1.0140246,1648.33
614,13219935,2,150.86032,1408.3296,0.096947506,0.7370091,-1.0140246,1649.3296
615,13219939,2,148.86217,1408.3296,0.096947506,0.7370091,-1.0140246,1649.3296
616,13219943,2,147.8631,1409.3291,0.096947506,0.7370091,-1.0140246,1650.3291
617,13219947,2,146.86401,1409.3291,0.096947506,0.7370091,-1.0140246,1650.3291
618,13219951,2,144.86586,1409.3291,0.096947506,0.7370091,-1.0140246,1650.3291
619,13219960,2,143.86679,1408.3296,0.096947506,0.7370091,-1.0140246,1649.3296
620,13219964,2,143.86679,1408.3296,0.096947506,0.75155085,-1.024178,1649.3296
621,13219968,2,143.86679,1407.33,0.096947506,0.75155085,-1.024178,1648.33
622,13219973,2,143.86679,1406.3303,0.096947506,0.75155085,-1.024178,1647.3303
623,13219977,2,144.86586,1405.3308,0.096947506,0.74413896,-1.043653,1646.3308
624,13219981,2,144.86586,1404.3312,0.096947506,0.74413896,-1.043653,1645.3312
625,13219985,2,145.86494,1403.3315,0.096947506,0.74413896,-1.043653,1644.3315
626,13219989,2,146.86401,1402.332,0.096947506,0.74413896,-1.043653,1643.332
627,13219993,2,147.8631,1401.3324,0.096947506,0.74413896,-1.043653,1642.3324
628,13219997,2,148.86217,1400.3328,0.096947506,0.74413896,-1.043653,1641.3328
629,13220001,2,150.86032,1398.3336,0.096947506,0.74413896,-1.043653,1639.3336
630,13220006,2,151.85939,1397.334,0.096947506,0.74413896,-1.043653,1638.334
631,13220010,2,152.85846,1395.3348,0.096947506,0.74413896,-1.043653,1636.3348
632,13220014,2,154.85661,1394.3352,0.096947506,0.74413896,-1.043653,1635.3352
633,13220018,2,155.85568,1392.336,0.096947506,0.74413896,-1.043653,1633.336
634,13220022,2,157.85384,1391.3364,0.096947506,0.75155085,-1.024178,1632.3364
635,13220027,2,158.85292,1389.3373,0.096947506,0.75155085,-1.024178,1630.3373
636,13220031,2,160.85106,1387.3381,0.096947506,0.75155085,-1.024178,1628.3381
637,13220035,2,162.84921,1386.3385,0.096947506,0.75155085,-1.024178,1627.3385
638,13220039,2,165.84644,1384.3394,0.096947506,0.75155085,-1.024178,1625.3394
639,13220043,2,167.84459,1382.3401,0.096947506,0.75155085,-1.024178,1623.3401
640,13220047,2,170.84181,1381.3406,0.096947506,0.75155085,-1.024178,1622.3406
641,13220051,2,173.83904,1379.3413,0.096947506,0.75155085,-1.024178,1620.3413
642,13220056,2,176.83626,1377.3422,0.096947506,0.7449115,-0.9949453,1618.3422
643,13220060,2,180.83257,1376.3425,0.096947506,0.7449115,-0.9949453,1617.3425
644,13220064,2,184.82886,1374.3434,0.096947506,0.7449115,-0.9949453,1615.3434
645,13220068,2,187.82608,1373.3438,0.096947506,0.7449115,-0.9949453,1614.3438
646,13220073,2,192.82146,1371.3446,0.096947506,0.7449115,-0.9949453,1612.3446
647,13220077,2,196.81776,1370.345,0.096947506,0.7449115,-0.9949453,1611.345
648,13220081,2,199.81499,1368.3458,0.096947506,0.7449115,-0.9949453,1609.3458
649,13220085,2,203.81128,1367.3462,0.096947506,0.7449115,-0.9949453,1608.3462
650,13220089,2,207.80759,1366.3467,0.096947506,0.7449115,-0.9949453,1607.3467
651,13220093,2,211.8039,1364.3474,0.096947506,0.7449115,-0.9949453,1605.3474
652,13220097,2,216.79926,1363.3479,0.096947506,0.7449115,-0.9949453,1604.3479
653,13220101,2,220.79556,1362.3483,0.096947506,0.730705,-0.9841208,1603.3483
654,13220106,2,225.79094,1361.3486,0.096947506,0.730705,-0.9841208,1602.3486
